x,y
10,168.719666
10,191.21019
10,169.140045
10,213.320099
10,191.4944
10,208.759369
10,181.860901
10,245.97905
10,140.811783
10,231.591736
10,193.800674
10,174.247543
10,187.837357
10,163.18541
10,279.207764
10,142.810715
10,162.169022
10,185.387787
10,185.675446
10,337.021729
20,239.671509
20,252.668488
20,270.294891
20,493.424805
20,339.917847
20,276.880371
20,248.73735
20,268.843201
20,269.418304
20,300.08728
20,281.252747
20,256.245239
20,266.633362
20,260.660339
20,246.00174
20,261.884827
20,253.116516
20,293.819092
20,292.092072
20,290.003998
