x,y
10,168.719666
10,191.21019
10,169.140045
10,213.320099
10,191.4944
10,208.759369
10,181.860901
10,245.97905
10,140.811783
10,231.591736
10,193.800674
10,174.247543
10,187.837357
10,163.18541
10,279.207764
10,142.810715
10,162.169022
10,185.387787
10,185.675446
10,337.021729
10,139.671509
10,152.668488
10,170.294891
10,393.424805
10,239.917847
10,176.880356
10,148.73735
10,168.843201
10,169.418289
10,200.087265
10,181.252747
10,156.245239
10,166.633347
10,160.660339
10,146.00174
10,161.884827
10,153.116516
10,193.819077
10,192.092072
10,190.003998
10,168.99968
10,197.326859
10,291.960205
10,178.197388
10,149.621735
10,153.092789
10,157.944687
10,154.521286
10,334.546814
10,225.920837
10,214.774017
10,173.730835
10,151.761536
10,157.191498
10,258.196381
10,308.625641
10,198.209183
10,165.362961
10,340.933472
10,168.937302
10,331.72699
10,166.015854
10,148.301987
10,159.281143
10,161.796982
10,219.370865
10,164.769669
10,218.199448
10,150.292404
10,195.547806
10,235.984222
10,176.688354
10,181.181625
10,181.642349
10,166.626297
10,135.696869
10,269.220337
10,172.027145
10,219.742996
10,170.433548
10,205.639374
10,205.395721
10,169.272644
10,222.048721
10,278.227417
10,192.079315
10,222.831375
10,145.255051
10,258.288635
10,205.150269
10,170.286789
10,298.674011
10,187.438492
10,192.935135
10,206.340378
10,215.75502
10,155.65625
10,197.014236
10,199.829086
10,211.088226
10,307.369476
10,165.24147
10,213.954346
10,192.313538
10,208.798615
10,233.399216
10,235.115891
10,133.319656
10,332.719666
10,154.554703
10,203.931488
10,308.031525
10,232.887146
10,201.02446
10,225.031815
10,163.215469
10,231.04216
10,299.47995
10,164.597992
10,342.638794
10,161.307968
10,178.936493
10,182.6353
10,228.543533
10,273.649933
10,173.383316
10,190.640808
10,220.886841
10,193.780899
10,179.618301
10,215.898895
10,152.901749
10,345.569763
10,170.645737
10,143.606873
10,181.542664
10,140.674225
10,143.671829
10,158.805298
10,173.582031
10,181.787674
10,228.897018
10,230.406387
10,161.329971
10,145.215698
10,197.223694
10,173.440506
10,277.611206
10,221.918259
10,213.200821
10,215.540939
10,159.376251
10,156.068893
10,146.498215
10,193.324997
10,148.545166
10,199.342178
10,136.343826
10,161.691635
10,223.960495
10,152.461884
10,191.885269
10,213.402374
10,262.311432
10,193.4776
10,186.177734
10,222.077332
10,187.925797
10,236.143311
10,174.749847
10,176.956726
10,228.08374
10,189.045212
10,163.152023
10,187.998093
10,232.493607
10,137.459259
10,234.319641
10,199.319931
10,178.202454
10,303.93692
10,178.286163
10,210.934967
10,190.694504
10,199.874069
10,226.987701
10,167.922699
10,179.14003
10,160.749313
10,213.920181
10,234.394043
10,423.109161
10,174.342484
10,179.953522
10,176.197968
10,166.813782
10,245.526825
10,184.067917
10,183.997986
10,190.828781
10,178.036377
10,178.563538
10,181.834488
10,146.361847
10,222.224915
10,193.116364
10,172.564575
10,152.707413
10,174.857147
10,207.515411
10,203.456436
10,267.274017
10,221.72467
10,368.000824
10,159.255386
