x,y
10,168.719666
10,191.21019
10,169.140045
10,213.320099
10,191.4944
10,208.759369
10,181.860901
10,245.97905
10,140.811783
10,231.591736
10,193.800674
10,174.247543
10,187.837357
10,163.18541
10,279.207764
10,142.810715
10,162.169022
10,185.387787
10,185.675446
10,337.021729
10,139.671509
10,152.668488
10,170.294891
10,393.424805
10,239.917847
10,176.880356
10,148.73735
10,168.843201
10,169.418289
10,200.087265
10,181.252747
10,156.245239
10,166.633347
10,160.660339
10,146.00174
10,161.884827
10,153.116516
10,193.819077
10,192.092072
10,190.003998
10,168.99968
10,197.326859
10,291.960205
10,178.197388
10,149.621735
10,153.092789
10,157.944687
10,154.521286
10,334.546814
10,225.920837
20,314.774017
20,273.730835
20,251.761536
20,257.191498
20,358.196381
20,408.625641
20,298.209198
20,265.362946
20,440.933472
20,268.937286
20,431.72699
20,266.015869
20,248.301987
20,259.281158
20,261.796967
20,319.37085
20,264.769653
20,318.199463
20,250.292404
20,295.547821
20,335.984222
20,276.688354
20,281.18161
20,281.642334
20,266.626312
20,235.696869
20,369.220337
20,272.02713
20,319.743011
20,270.433563
20,305.639374
20,305.395721
20,269.272644
20,322.048706
20,378.227417
20,292.079315
20,322.83139
20,245.255051
20,358.288635
20,305.150269
20,270.286804
20,398.674011
20,287.438507
20,292.93515
20,306.340363
20,315.755035
20,255.65625
20,297.014252
20,299.829071
20,311.088226
