x,y
10,168.719666
10,191.21019
10,169.140045
10,213.320099
10,191.4944
10,208.759369
10,181.860901
10,245.97905
10,140.811783
10,231.591736
10,193.800674
10,174.247543
10,187.837357
10,163.18541
10,279.207764
10,142.810715
10,162.169022
10,185.387787
10,185.675446
10,337.021729
10,139.671509
10,152.668488
10,170.294891
10,393.424805
10,239.917847
10,176.880356
10,148.73735
10,168.843201
10,169.418289
10,200.087265
10,181.252747
10,156.245239
10,166.633347
10,160.660339
10,146.00174
10,161.884827
10,153.116516
10,193.819077
10,192.092072
10,190.003998
10,168.99968
10,197.326859
10,291.960205
10,178.197388
10,149.621735
10,153.092789
10,157.944687
10,154.521286
10,334.546814
10,225.920837
10,214.774017
10,173.730835
10,151.761536
10,157.191498
10,258.196381
10,308.625641
10,198.209183
10,165.362961
10,340.933472
10,168.937302
10,331.72699
10,166.015854
10,148.301987
10,159.281143
10,161.796982
10,219.370865
10,164.769669
10,218.199448
10,150.292404
10,195.547806
10,235.984222
10,176.688354
10,181.181625
10,181.642349
10,166.626297
10,135.696869
10,269.220337
10,172.027145
10,219.742996
10,170.433548
10,205.639374
10,205.395721
10,169.272644
10,222.048721
10,278.227417
10,192.079315
10,222.831375
10,145.255051
10,258.288635
10,205.150269
10,170.286789
10,298.674011
10,187.438492
10,192.935135
10,206.340378
10,215.75502
10,155.65625
10,197.014236
10,199.829086
10,211.088226
20,407.369476
20,265.241486
20,313.954346
20,292.313538
20,308.798615
20,333.3992
20,335.115906
20,233.319656
20,432.719666
20,254.554703
20,303.931488
20,408.031525
20,332.887146
20,301.024445
20,325.03183
20,263.215454
20,331.042175
20,399.47995
20,264.597992
20,442.638794
20,261.307983
20,278.936493
20,282.635284
20,328.543549
20,373.649933
20,273.383331
20,290.640808
20,320.886841
20,293.780884
20,279.618317
20,315.898895
20,252.901749
20,445.569763
20,270.645721
20,243.606873
20,281.542664
20,240.674225
20,243.671829
20,258.805298
20,273.582031
20,281.787689
20,328.897003
20,330.406403
20,261.329956
20,245.215698
20,297.223694
20,273.440491
20,377.611206
20,321.918274
20,313.200836
20,315.540924
20,259.376251
20,256.068909
20,246.498215
20,293.325012
20,248.545166
20,299.342194
20,236.343826
20,261.69165
20,323.96051
20,252.461884
20,291.885284
20,313.402374
20,362.311432
20,293.4776
20,286.177734
20,322.077332
20,287.925781
20,336.143311
20,274.749847
20,276.956726
20,328.08374
20,289.045197
20,263.152039
20,287.998108
20,332.493622
20,237.459259
20,334.319641
20,299.319946
20,278.202454
20,403.93692
20,278.286163
20,310.934967
20,290.694489
20,299.874084
20,326.987701
20,267.922699
20,279.140045
20,260.749329
20,313.920166
20,334.394043
20,523.109192
20,274.342468
20,279.953522
20,276.197968
20,266.813782
20,345.526825
20,284.067902
20,283.997986
20,290.828766
